11581,37507,40913
14046,19744,56210
75402,2319.7,12279
5154.3,34603,50243
9943.6,70095,9961
64509,15587,9903.6
51987,36558,1454.9
58235,25356,6409
39632,36387,13981
34365,20153,35482
33540,15906,40554
13515,28574,47910
46410,35195,8395.8
9428.6,7453.8,73118
60180,19661,10158
10872,60337,18792
66962,15583,7454.9
68254,13705,8041.4
7052.3,59477,23470
6719.4,27457,55824
53139,34295,2566.4
11092,53969,24938
31690,10438,47872
17236,41489,31275
27487,58723,3790.1
30755,1371.1,57874
69109,6426,14465
9484.2,65602,14914
60310,25076,4614.1
83794,2059.3,4146.6
63051,3958.7,22990
25453,54180,10367
79073,8352.4,2574.9
57155,2125.8,30719
24601,23327,42072
7086.9,54881,28032
68295,8593.8,13111
46568,21962,21471
35804,31144,23052
14967,13031,62001
45163,6053.1,38784
39315,6835.6,43849
51634,14788,23578
3180.5,26180,60639
20614,41108,28278
11112,37725,41163
52927,23841,13232
24638,41881,23480
56151,24704,9144.2
29486,1052.3,59462
5276.6,19567,65157
6378.6,71639,11983
24315,12200,53485
67314,18687,3999.5
56824,28910,4266.5
3894.5,7664,78442
36139,44401,9460.4
1286.5,47774,40939
2960.9,3328.6,83710
4287.2,69392,16321
54261,28049,7690.7
26861,45032,18107
871.12,78556,10573
19191,58727,12082
1566.9,62242,26191
11386,58391,20223
9463.6,31709,48827
6459.9,19651,63889
50340,344.17,39316
24763,63718,1518.3
14007,44900,31093
4931.6,25042,60026
36382,49365,4252.5
11726,40621,37653
23080,310.14,66610
23186,6373.3,60440
64764,4835.6,20400
71569,9281.7,9149.6
27405,30539,32056
30593,10399,49008
9792.4,73462,6745.4
16056,6108.5,67836
14900,21991,53110
63654,10846,15500
37922,18920,33158
6925.5,64870,18204
4675.7,51743,33581
32996,21286,35718
36753,6915.8,46331
14342,59456,16203
80090,3164.6,6745.7
51577,7842.2,30581
6842.2,805.16,82353
43844,12448,33708
67341,17350,5309.2
43152,45252,1595.5
18402,22537,49061
40290,25898,23812
40757,30033,19210
83580,4644.8,1775.2
50278,35715,4007.4
3291.3,20241,66468
71194,1627.7,17179
48574,33057,8368.7
23206,20842,45953
26050,31100,32850
9597.1,67233,13169
20796,25826,43378
14768,69876,5355.5
38398,48952,2650.2
23669,27225,39106
45788,6744.6,37467
19796,63897,6307.6
10858,70301,8841.3
13338,76009,652.81
30918,47746,11336
7963.9,55145,26891
23802,49247,16952
14882,53372,21746
22828,38085,29087
1608,14654,73738
44212,2706.6,43081
37714,48874,3411.4
79925,4891,5183.9
50485,34664,4851
73467,14076,2457.7
67893,18358,3748.6
16731,22512,50757
18915,15729,55356
71959,3183.2,14858
1791.9,74376,13832
2690.6,72063,15246
38885,11144,39970
13597,21615,54789
42908,5742.6,41349
52376,29296,8328.2
18625,25324,46051
3502.8,53050,33447
28686,51112,10202
53268,442.77,36289
20358,4368,65274
7242.7,46425,36332
12222,39931,37847
15888,69551,4560.7
22188,6434,61378
9044.2,71496,9459.5
4809.9,11202,73988
2682.5,56521,30797
38439,45866,5694.7
29767,53575,6658.3
2088.2,68204,19708
15869,348.31,73783
33011,37531,19458
3752.6,12878,73369
79319,8169.4,2511.7
69644,19589,766.73
61969,14967,13064
41059,29542,19399
42267,46631,1101.7
18076,50067,21858
71658,412.87,17930
20880,3709.2,65411
63801,7933.4,18266
8553.9,34539,46907
20959,48069,20972
68804,4669.1,16527
43079,23615,23306
13719,30074,46207
21692,63973,4335
19613,55236,15150
10134,41575,38291
69790,8954.1,11256
57985,29166,2849.5
23585,49566,16848
12081,2942.7,74977
25907,21626,42467
29385,9671,50944
45968,36865,7167.7
25959,14582,49460
7654.8,75420,6924.9
1639.2,71676,16685
18229,49518,22253
8134.5,14890,66975
59235,6153.4,24611
3309.6,13319,73371
54458,4097.2,31445
49724,30428,9847.7
65866,4135.3,19999
16352,72273,1375.9
50829,22600,16571
83486,1444.8,5068.9
47888,21196,20915
35018,1796.4,53186
2814.8,76293,10892
11514,65467,13018
26076,54547,9377.8
2853.7,48908,38239
2347.7,22636,65017
48736,12043,29221
2514.9,47883,39602
61043,23387,5569.9
61974,25977,2049.7
43928,25763,20308
38606,32854,18540
1283.1,56424,32293
19602,59458,10941
69939,18627,1433.8
66885,12529,10585
57448,22922,9630.1
28636,50596,10767
16436,51986,21578
53054,31624,5321.6
20501,19060,50439
4020.1,29464,56516
4180.1,8389.2,77431
12182,65137,12680
49966,31204,8829.6
11835,6157.2,72007
11726,48874,29399
57543,21766,10691
11201,70623,8175.5
65706,17633,6661.2
30170,52745,7085
2312.1,52244,35444
33802,30855,25344
31655,36492,21853
23237,7796.2,58967
36843,23058,30099
79951,7421.8,2627.1
30175,34534,25291
71542,13370,5087.9
12021,58293,19686
16316,48617,25067
50220,8480.3,31300
22452,51740,15808
23662,19576,46762
50158,17131,22711
6716,33019,50265
42294,29319,18387
18197,58773,13029
24060,49957,15983
5867.6,61954,22178
35738,43444,10818
10894,31083,48022
30222,37917,21860
16301,14252,59447
61954,13712,14334
26783,7031.3,56185
23770,57456,8774.3
9474.9,58169,22356
44513,11114,34373
86484,601.52,2914.6
25064,20720,44216
25659,47712,16629
41035,910.75,48054
32151,29506,28343
41775,33903,14321
80232,3048.1,6720
26736,38205,25060
55383,28423,6193.7
29393,35361,25245
39348,49261,1391
26793,62687,520.14
7658.6,55877,26465
9030.3,6432.8,74537
58552,12063,19385
46101,21855,22044
54720,3988.4,31291
4540.6,67791,17669
18349,9666.4,61985
26144,45883,17973
64727,19728,5544.3
23145,65975,880.13
34638,28335,27027
6617.6,80179,3203
24058,13741,52202
53252,36145,603.07
3849.5,53378,32773
26562,43360,20078
45321,44191,487.18
36661,10278,43061
3527.4,14716,71757
2140,56495,31365
26560,16795,46645
18904,25779,45317
60458,12562,16980
36065,32122,21813
17755,69438,2806.9
31384,16917,41699
23349,1107.9,65543
45862,18837,25301
34008,19822,36170
22369,15381,52250
49198,11340,29462
12768,5719.3,71513
83220,5127.3,1652.8
18347,61187,10466
8571.7,63166,18263
34206,29744,26050
3382.6,56381,30237
49026,38749,2224.9
10307,14704,64989
30255,13173,46572
45917,23115,20968
23594,3335.2,63071
39359,29768,20874
27686,30989,31326
5196.1,16899,67905
5818.1,11890,72292
27339,48348,14312
64932,12511,12557
30276,59284,440.14
69172,4044.9,16783
10665,65509,13827
22985,66982,32.468
48340,32505,9154.7
42496,10928,36576
9160.2,8223.1,72617
17603,69265,3131.8
87398,1121.4,1481
33293,36834,19873
14821,6429.8,68749
21970,10524,57506
60812,11263,17925
38051,11706,40243
41680,43482,4838
52133,18058,19809
22865,20298,46837
50723,30309,8967.7
56727,10959,22314
39179,21840,28982
49789,34558,5653.1
4037.9,85752,209.72
1842.5,83698,4460
35751,30663,23586
2030.8,56980,30989
4045.7,51702,34253
11714,20533,57752
81834,8120.4,45.885
29922,12034,48044
59079,18231,12690
1386.7,27120,61493
31312,33164,25525
37880,17543,34577
51053,9576.2,29370
18369,50078,21552
20731,29562,39707
15110,67379,7511.2
19454,25564,44982
15245,59043,15712
23573,42810,23617
13884,49310,26806
57635,30341,2024.7
21784,32987,35229
70582,16274,3144.3
68783,15815,5401.4
1799.7,6461.8,81738
37691,42694,9615.2
32454,28901,28644
8703.9,814.46,80482
23169,62459,4371.8
53619,14222,22159
20901,46783,22316
7322.7,36346,46331
83109,1742,5149.2
2248.8,18865,68886
37994,25917,26089
23833,56107,10060
38135,17148,34717
85092,3833.3,1074.3
30466,17613,41920
37518,16976,35506
26853,43959,19188
3891.4,81878,4230.5
51962,35609,2429.6
48542,3185.2,38272
10419,1899.4,77682
41709,11504,36788
27549,37788,24663
6129,24210,59661
28723,15070,46207
14696,18829,56475
14449,70475,5076.3
23893,45204,20903
41372,326.38,48301
32035,14826,43139
18486,61787,9726.9
26789,60952,2258.5
51239,15349,23412
24990,15939,49071
49463,10975,29562
31171,53688,5141.3
15804,41441,32755
59128,9076.7,21796
62948,10375,16677
4305.3,17335,68359
56931,11913,21156
12323,65266,12411
57062,28800,4137.8
12686,16811,60502
75531,5999.3,8469.5
29801,31038,29162
5049.8,41239,43711
59198,13299,17503
10410,56918,22673
2186.8,6484,81329
9891.2,44515,35594
58459,55.667,31485
67704,1092.6,21204
44653,4936.9,40410
32328,26161,31511
25317,11575,53108
20939,37567,31494
32368,3826,53806
3415.3,50123,36462
77709,9226.5,3064.3
18377,68626,2996.5
11661,33277,45062
3399.5,49778,36823
37410,14533,38058
74482,4788.1,10730
32724,3037.2,54239
11476,2251.7,76272
48397,24069,17534
13812,58112,18076
30040,48634,11326
5650.9,1216.2,83133
32367,44662,12972
30878,16269,42853
15003,49485,25512
22245,28325,39430
43063,6811,40126
30191,11678,48131
32086,5034.3,52880
45675,10050,34275
54195,19166,16640
83963,4270.2,1767
63697,11449,14854
2636,16150,71214
39341,3562.8,47096
9088.9,77560,3350.9
16476,21972,51552
22553,8097.1,59349
57113,8154.7,24733
80211,8495.5,1293.7
29818,40394,19788
53241,19065,17693
74857,371.38,14772
37382,26177,26441
35206,23900,30894
69297,10151,10552
62502,18350,9148.7
50849,29610,9540.4
754.66,6943.7,82302
33452,25018,31530
57321,2252.3,30427
10222,46447,33331
4513.6,55409,30077
18194,42210,29596
27419,41579,21002
25363,25688,38949
7145.4,34439,48416
4918.6,24977,60104
34114,11593,44293
24920,32644,32436
22923,25185,41892
55644,29041,5315.2
8970.2,2011.4,79018
16500,30683,42817
7213,60675,22112
4098.4,11842,74059
24767,62619,2613.9
50693,19871,19436
10387,25199,54414
32213,40986,16801
50881,19830,19289
294.43,38416,51289
40075,41604,8321.1
5448.4,17725,66827
33921,7803.1,48276
26189,52836,10974
48986,27170,13843
4246.1,67661,18093
13985,64410,11605
878.15,32356,56766
8098.1,48001,33901
63842,2435.5,23723
18823,52778,18399
572.73,82542,6885
18618,67796,3585.8
22159,10545,57297
48690,41133,177
4972.4,26549,58478
13534,7273.8,69193
33710,24229,32062
6230.8,47194,36575
9742.1,11139,69118
13732,5162.2,71106
53096,4090.1,32814
24003,41981,24016
64982,23139,1878.9
24663,55006,10331
15438,59486,15076
72474,5753.1,11773
69057,11630,9313
20740,46717,22542
27942,5911.5,56146
32051,10823,47126
24486,38287,27227
2308.6,65961,21730
17718,38033,34249
43491,20138,26371
38557,19642,31801
30259,52236,7504.8
42602,18676,28722
34918,19640,35441
27588,52530,9881.7
22367,42194,25439
2859.4,53347,33794
6633.7,35981,47385
10050,45870,34080
40105,23639,26256
24989,34982,30029
53547,1009,35444
30497,51401,8101.9
72105,4084.9,13810
25128,52696,12176
6202.9,21400,62398
21551,56198,12251
29197,57855,2947.4
20195,520.85,69284
52431,12909,24660
36361,18001,35638
1702.8,47364,40933
42520,30367,17113
43586,37258,9156.3
42809,21491,25700
2831.6,84507,2661
11390,18470,60140
36373,2580,51047
2818.8,73414,13767
63097,3530.4,23372
12641,20231,57128
43501,34235,12264
1523.1,30108,58369
3063.2,76083,10854
18088,57371,14540
59230,24053,6716.6
54362,4522.7,31116
73150,4445.3,12404
25282,35964,28754
7013.6,45345,37642
40723,27126,22151
21213,22945,45842
20022,51733,18245
21943,14031,54025
16561,17757,55683
13870,15665,60465
20168,17771,52060
44208,17575,28217
12339,30387,47274
45084,8885.5,36031
4165.5,68056,17779
54837,28946,6217.3
80509,6021.9,3469.4
22952,35928,31119
34131,5905.3,49964
13452,44688,31860
50264,4368.2,35368
2158.6,29708,58134
13726,70342,5932.2
39530,44494,5976.3
46130,7964.2,35906
2027,67798,20175
20.981,68348,21631
1219.5,10301,78480
21981,10039,57980
30391,10806,48804
63846,17290,8864.1
57504,3796.3,28700
4774.7,58208,27017
47910,40172,1918
3220.7,47623,39156
6771,75228,8001
18510,64239,7251.9
6080,46090,37830
27727,28484,33789
31741,2498.9,55760
11042,71228,7730.8
19483,20398,50119
6145.4,35321,48533
59565,27360,3074.4
24540,10738,54723
34196,26155,29648
33134,56406,460.11
1399.1,11469,77132
78741,1622.1,9637
11176,7922.1,70902
23961,14556,51482
49196,12051,28753
6839.4,34901,48259
35856,17152,36992
12461,50761,26778
77763,7241.8,4995.4
4927.2,35999,49074
8460.9,43009,38530
56851,25185,7964.2
24738,8895.5,56367
42695,41498,5807.1
8001.9,78696,3302.3
36914,48173,4913.2
12618,33786,43596
4754.1,1387.4,83858
36040,45377,8582.5
11379,37225,41396
8344.2,13749,67907
41838,32704,15459
50138,35047,4814.2
67110,2669.5,20221
7246.5,34928,47826
9324.6,76637,4038.1
56337,16247,17416
6790.2,47353,35857
33237,49348,7414.3
19306,40621,30072
44540,17955,27505
52076,13036,24888
59306,6671.7,24023
19461,32433,38106
57119,30882,1999.1
9231.1,35217,45552
19892,20050,50058
2277.9,58810,28912
50121,26870,13009
47788,36826,5385.8
31739,50124,8136.8
15536,21967,52497
39902,19443,30655
55697,29259,5043.9
58816,10846,20338
17623,61877,10500
66122,22603,1275.2
19667,32921,37411
50013,20904,19083
18364,4102.6,67534
6588.3,4037,79375
77205,7907.7,4887.5
81052,7363.6,1584.4
898.21,18301,70801
649.9,59345,30005
41258,24110,24632
2800,39702,47498
26916,21962,41122
23821,27599,38580
20535,45740,23725
17240,49015,23745
51637,19523,18841
20658,22032,47310
59326,27592,3082.2
29771,50735,9493.7
7234.1,59562,23203
26442,28683,34875
32622,15084,42293
19830,47971,22199
44633,7539.5,37827
22790,12939,54271
36987,18843,34169
51824,18817,19359
35293,23251,31456
17238,41429,31333
36908,24256,28836
22469,18773,48758
34604,20505,34891
38223,17880,33896
60627,1732.2,27640
20899,19146,49955
4064.1,65220,20716
27586,13001,49413
10051,42375,37574
7450.5,67531,15019
28027,60380,1592.8
11346,64564,14090
21758,15853,52389
3242.3,20453,66304
7561.2,8887,73552
64659,10480,14861
14053,55338,20610
10737,40586,38677
41059,34697,14244
3676.3,40238,46086
16997,4929.8,68073
28253,54461,7285.7
42086,41795,6118.8
8207.2,47906,33887
23753,25653,40594
10438,68314,11248
4991.8,12908,72100
4449.5,31474,54076
51611,8811.6,29578
31969,23366,34664
34085,35560,20355
6262.5,1900.8,81837
34890,24510,30600
56460,13634,19907
72256,1742.2,16001
4752.5,31402,53845
32182,52152,5665.7
24470,52408,13122
38703,23614,27683
13103,7546.3,69351
50883,29672,9445
24998,36585,28417
56865,7098.1,26037
8240.3,74255,7504.7
11611,71967,6422.2
12019,52471,25510
37552,51802,646.05
60373,11337,18291
19775,13245,56980
16025,7356.5,66618
24526,28238,37236
20885,54742,14373
46681,42892,426.63
3161.6,70208,16631
3161.9,36655,50183
70369,13243,6387.9
3002.4,45598,41399
7119.9,6692.6,76187
10884,14793,64323
46983,40028,2988.4
12648,25175,52177
22860,39529,27610
4388.6,41755,43856
8186.2,8638.3,73175
23052,17795,49153
31680,21606,36714
10820,62866,16315
40413,6593.6,42993
65025,15866,9108.5
70481,11866,7653
60149,9828.4,20023
32170,38433,19397
35046,4181.6,50772
1897.3,627.8,87475
24527,16774,48700
12339,21698,55964
34072,25688,30240
21861,50325,17814
2211.3,21872,65916
15040,46851,28110
52896,17980,19125
43319,45221,1460.6
22590,15822,51588
77582,1349.1,11069
14999,33362,41639
48699,17346,23955
44557,16680,28763
34837,24506,30657
7012,24689,58299
65923,23665,411.81
4290.8,68820,16889
386.35,37040,52574
44446,40362,5192.4
38837,49550,1613.3
35964,23843,30193
54652,22381,12967
18883,17070,54047
2746.8,36954,50299
399.79,29221,60379
30303,41257,18440
68248,5293.5,16458
2015.9,87236,747.87
7140.6,77011,5848.8
32642,866.79,56491
27185,12815,50000
27159,23610,39231
56133,32101,1766.1
34832,1597.5,53571
54061,13565,22374
26801,28984,34215
32804,50416,6780.3
70804,14054,5142.3
39733,45853,4414.6
22643,4644.6,62713
8432.1,31501,50067
9424.6,59514,21062
10047,1592.7,78361
8138,38437,43425
44436,11564,34001
23913,32729,33358
79039,2092.7,8868.2
63198,17496,9306.6
6708.3,286.84,83005
2933.9,47152,39914
579.61,37540,51880
64471,17835,7694.5
86542,2338.7,1119
20730,23918,45351
16261,37155,36584
3029.6,51419,35551
23685,32367,33948
37690,9301.8,43009
1868.3,70667,17465
49006,16569,24425
9973.8,64481,15545
15331,67498,7171.1
12083,58482,19435
14010,65864,10126
45382,36906,7712
20886,1613.5,67501
27691,50728,11581
10185,54325,25490
45929,22526,21545
31671,20147,38182
1654.8,42885,45461
492.62,71622,17885
67464,17371,5164.6
27781,53978,8240.9
39665,48177,2158
33465,24731,31805
29439,16113,44448
6491.4,31211,52297
19428,57202,13370
40118,13302,36581
38818,19710,31472
73798,15196,1006.4
30665,30845,28490
14872,1737.9,73390
4566.6,41451,43983
30104,54755,5140.8
17657,25005,47338
7174.8,66189,16636
22843,3961.9,63196
4643.1,28726,56631
68907,263.75,20829
20356,22550,47093
29932,31644,28425
